,소분류코드,중분류명,소분류명
3019,B870502,보수용품,에너지절약용품
3020,B870503,보수용품,접착제
3021,B870504,보수용품,페인트
3022,B870601,공구,공구함
3023,B870602,공구,수공구
3024,B870603,공구,전동공구
3025,B870604,공구,철물공구
3026,B870701,건전지,건전지
3027,B870702,건전지,충전지
3028,B880101,브랜드침구,디자인엔
3029,B880102,브랜드침구,룸베이
3030,B880103,브랜드침구,메종디오르
3031,B880104,브랜드침구,바니루이스
3032,B880105,브랜드침구,브랜드성인침구3
3033,B880106,브랜드침구,애슐리까사
3034,B880201,성인침구,일반성인침구
3035,B880301,아동침구,일반아동침구
3036,B880302,아동침구,캐릭터침구
3037,B890101,계란,메추리알
3038,C160803,구강용품,전동칫솔/칫솔모
3039,C160804,구강용품,구강청정제
3040,C160805,구강용품,기타구강관리용품
3041,C160806,구강용품,치약/칫솔세트
3042,C160901,위생용품,선물세트
3043,C160902,위생용품,여행용세트
3044,C160903,위생용품,바디워시
3045,C160904,위생용품,바디보습
3046,C160905,위생용품,제모용품
3047,C160906,위생용품,바디패치/팩
3048,C160907,위생용품,핸드워시/손세정제
3049,C160908,위생용품,핸드로션/크림
3050,C160909,위생용품,풋케어
3051,C160910,위생용품,핸드/풋케어세트
3052,C160911,위생용품,일회용면도기
3053,C160912,위생용품,남성용면도기/날
3054,C160913,위생용품,쉐이빙폼/젤
3055,C160914,위생용품,여성세정제
3056,C160915,위생용품,미용비누
3057,C160916,위생용품,페이셜클렌저
3058,C160917,위생용품,스킨/토너
3059,C160918,위생용품,립밤/립스크럽
3060,C160919,위생용품,선크림류
3061,C160920,위생용품,안전상비의약외품
3062,C160921,위생용품,콘돔
3063,C160922,위생용품,밴드류
3064,C160923,위생용품,렌즈관리용품
3065,C170101,주방용품,밥공기
3066,C170102,주방용품,국그릇
3067,C170103,주방용품,대접/볼
3068,C170104,주방용품,접시
3069,C170105,주방용품,찬기/종지
3070,C170106,주방용품,반상기세트/홈세트
3071,C170107,주방용품,제기
3072,C170108,주방용품,음료용컵
3073,C170109,주방용품,주류잔
3074,C170110,주방용품,다기류
3075,C170111,주방용품,숟가락/젓가락
3076,C170112,주방용품,포크/나이프
3077,C170113,주방용품,디저트포크/스푼
3078,C170114,주방용품,유아동식기/식판
3079,C170115,주방용품,유아동숟가락/젓가락/포크
3080,C170116,주방용품,유아동컵/물병
3081,C170117,주방용품,물병
3082,C170118,주방용품,과실주병
3083,C170119,주방용품,보온병/텀블러
3084,C170120,주방용품,도시락/찬합
3085,C170121,주방용품,보온도시락
3086,C170122,주방용품,양념통
3087,C170123,주방용품,항아리/쌀독류
3088,C170124,주방용품,반찬통/밀폐용기
3089,C170125,주방용품,냄비
3090,C170126,주방용품,뚝배기
3091,C170127,주방용품,압력솥
3092,C170128,주방용품,솥
3093,C170129,주방용품,주전자
3094,C170130,주방용품,프라이팬
3095,C170131,주방용품,그릴/구이불판
3096,C170132,주방용품,주방칼/가위
3097,C170133,주방용품,채칼/강판/절구
3098,C170134,주방용품,도마
3099,C170135,주방용품,국자/뒤지개/주걱
3100,C170136,주방용품,오프너/와인스크류
3101,C170137,주방용품,양푼/믹싱볼
3102,C170138,주방용품,채반/바구니/쟁반
3103,C170139,주방용품,계량도구
3104,C170140,주방용품,얼음/빙수용품
3105,C170141,주방용품,제빵용품
3106,C170142,주방용품,제면용품
3107,C170143,주방용품,커피용품
3108,C170144,주방용품,기타조리도구
3109,C170145,주방용품,식기건조대/수저통
3110,C170146,주방용품,주방선반/걸이대
3111,C170147,주방용품,고무장갑
3112,C170148,주방용품,수세미/솔
3113,C170149,주방용품,행주
3114,C170150,주방용품,호일/랩/기름종이
3115,C170151,주방용품,지퍼백/비닐백
3116,C170153,주방용품,싱크대/배수구용품
3117,C170154,주방용품,장바구니
3118,C170155,주방용품,핸드카트
3119,C170156,주방용품,교자상/다용도상
3120,C170157,주방용품,테이블데코
3121,C170158,주방용품,기타주방정리용품/소모품
3122,C170160,주방용품,일회용용기
3123,C170161,주방용품,일회용젓가락/숟가락
3124,C170162,주방용품,기타주방일회용품
3125,C170201,청소욕실용품,밀대청소기
3126,C170202,청소욕실용품,걸레/청소포
3127,C170203,청소욕실용품,빗자루/쓰레받이
3128,C170204,청소욕실용품,휴지통
3129,C170205,청소욕실용품,테이프크리너
3130,C170206,청소욕실용품,종량제봉투
3131,C170207,청소욕실용품,기타청소용품
3132,C170208,청소욕실용품,공간박스
3133,C170210,청소욕실용품,옷걸이
3134,C170211,청소욕실용품,기타정리용품
3135,C170212,청소욕실용품,빨래건조대
3136,C170213,청소욕실용품,다림판
3137,C170214,청소욕실용품,세탁/건조보조용품
3138,C170215,청소욕실용품,수건
3139,C170216,청소욕실용품,목욕타올
3140,C170217,청소욕실용품,욕실발판
3141,C170218,청소욕실용품,변기시트/커버
3142,C170219,청소욕실용품,욕실화
3143,C170220,청소욕실용품,욕실소품
3144,C170221,청소욕실용품,욕실수납용품
3145,C170222,청소욕실용품,욕실청소용품
3146,C170223,청소욕실용품,놀이방매트
3147,C170301,전기전자,수공구
3148,C170302,전기전자,철물공구
3149,C170303,전기전자,전기자재
3150,C170304,전기전자,멀티탭
3151,C170305,전기전자,건전지
3152,C170307,전기전자,장갑류
3153,C170308,전기전자,접착제
3154,C170309,전기전자,시트지
3155,C170310,전기전자,방풍/단열/방충
3156,C170311,전기전자,장식스탠드
3157,C170313,전기전자,조명등기구
3158,C170314,전기전자,일반램프
3159,C170315,전기전자,LED램프
3160,C170316,전기전자,플래쉬/랜턴
3161,C170317,전기전자,수도용품
3162,C170318,전기전자,선풍기
3163,C170319,전기전자,히터
3164,C170320,전기전자,온풍기
3165,C170321,전기전자,라디에이터
3166,C170322,전기전자,전기요
3167,C170323,전기전자,전기매트
3168,C170324,전기전자,온수매트
3169,C170325,전기전자,기타난방가전
3170,B890102,계란,브랜드란
3171,B890103,계란,일반란
3172,B890104,계란,차별화계란
3173,B890201,가공란,가공계란
3174,B890202,가공란,가공메추리알
3175,B900102,기초화장품,여성화장품
3176,B900103,기초화장품,일반화장품
3177,B900201,색조화장품,기타색조화장품
3178,B900202,색조화장품,네일
3179,B900204,색조화장품,베이스
3180,B900205,색조화장품,블러셔
3181,B900206,색조화장품,아이
3182,B900301,드럭스토어,드럭스토어
3183,B900401,온라인화장품,온라인화장품
3184,B910101,양념채소,건고추
3185,B910102,양념채소,기타양념
3186,B910103,양념채소,대파
3187,B910104,양념채소,마늘
3188,B910105,양념채소,마늘쫑
3189,B910106,양념채소,생강
3190,B910107,양념채소,양파
3191,B910108,양념채소,쪽파
3192,B910109,양념채소,친환경양념채소
3193,B910201,뿌리채소,감자
3194,B910202,뿌리채소,고구마
3195,B910203,뿌리채소,기타뿌리채소
3196,B910204,뿌리채소,당근
3197,B910205,뿌리채소,마
3198,B910206,뿌리채소,연근
3199,B910207,뿌리채소,우엉
3200,B910208,뿌리채소,친환경 뿌리채소
3201,B910209,뿌리채소,친환경뿌리채소
3202,B910301,온라인양념/뿌리채소,온라인뿌리채소
3203,B920101,사과,PB사과
3204,B920102,사과,부사
3205,B920103,사과,사과기타
3206,B920104,사과,아오리사과
3207,B920105,사과,햇사과
3208,B920201,배,배기타
3209,B920202,배,신고
3210,B920203,배,햇배
3211,B920301,국산과일선물세트,배세트
3212,B920302,국산과일선물세트,사과배세트
3213,B920303,국산과일선물세트,사과세트
3214,B920304,국산과일선물세트,친환경과일세트
3215,B920305,국산과일선물세트,혼합세트
3216,B920401,온라인저장과일,온라인구색과일
3217,B920501,구색과일,구색과일기타
3218,B920502,구색과일,국산체리
3219,B920503,구색과일,매실
3220,B920504,구색과일,모과
3221,B920505,구색과일,무화과
3222,B920506,구색과일,살구
3223,B920507,구색과일,쇼케이스과일
3224,B920508,구색과일,유자
3225,B920509,구색과일,친환경구색과일
3226,B920601,밤,밤기타
3227,B920602,밤,생율
3228,B920603,밤,피밤
3229,C010101,국산과일,사과
3230,C010102,국산과일,배
3231,C010103,국산과일,감
3232,C010104,국산과일,귤류
3233,C010105,국산과일,유자/모과
3234,C010106,국산과일,복숭아
3235,C010107,국산과일,자두
3236,C010108,국산과일,살구
3237,C010109,국산과일,매실
3238,C010110,국산과일,딸기
3239,C010111,국산과일,포도
3240,C010112,국산과일,무화과
3241,C010113,국산과일,수박
3242,C010114,국산과일,참외
3243,C010115,국산과일,메론
3244,C010116,국산과일,토마토
3245,C010117,국산과일,방울토마토
3246,C010118,국산과일,기타국산과일류
3247,C010119,국산과일,사과선물세트
3248,C010120,국산과일,배선물세트
3249,C010121,국산과일,혼합과일선물세트
3250,C010122,국산과일,기타과일선물세트
3251,C010201,수입과일,블루베리
3252,C010202,수입과일,수입포도
3253,C010203,수입과일,레몬
3254,C010204,수입과일,망고
3255,C010205,수입과일,망고스틴
3256,C010206,수입과일,바나나
3257,C010207,수입과일,아보카도
3258,C010208,수입과일,야자
3259,C010209,수입과일,오렌지
3260,C010210,수입과일,용과
3261,C010211,수입과일,자몽
3262,C010212,수입과일,체리
3263,C010213,수입과일,키위
3264,C010214,수입과일,파인애플
3265,C010215,수입과일,기타수입과일
3266,C010216,수입과일,간편과일
3267,C010301,냉동과일,냉동망고
3268,C010302,냉동과일,냉동베리류
3269,C010303,냉동과일,냉동홍시
3270,C010304,냉동과일,기타냉동과일류
3271,C010401,건과일,곶감
3272,C010402,건과일,기타건과일
3273,C010403,건과일,곶감선물세트
3274,C010501,견과류,밤
3275,C010502,견과류,땅콩
3276,C010503,견과류,호두
3277,C010504,견과류,잣
3278,C010505,견과류,피스타치오
3279,C010506,견과류,아몬드
3280,C010507,견과류,캐슈넛
3281,C010508,견과류,혼합견과
3282,C010509,견과류,기타견과류
3283,C020101,양곡,일반미
3284,C020102,양곡,기능성미
3285,C020103,양곡,즉석도정미
3286,C020201,잡곡,보리
3287,C020202,잡곡,현미
3288,C020203,잡곡,찹쌀
3289,C020205,잡곡,콩
3290,C020206,잡곡,조/수수
3291,C020207,잡곡,혼합잡곡
3292,C020301,선식류,미숫가루
3293,C020302,선식류,선식
3294,C030101,엽채류,미나리
3295,C030102,엽채류,부추
3296,C030103,엽채류,상추
3297,C030105,엽채류,대파
3298,C030106,엽채류,쪽파류
3299,C030107,엽채류,쌈채소류
3300,C030108,엽채류,쑥갓
3301,C030109,엽채류,깻잎
3302,C030111,엽채류,기타잎채소
3303,C030201,과채류,가지
3304,C030202,과채류,고추
3305,C030203,과채류,건고추
3306,C030204,과채류,오이
3307,C030205,과채류,옥수수
3308,C030206,과채류,파프리카/피망
3309,C030207,과채류,단호박
3310,C030208,과채류,애호박
3311,C030209,과채류,여주
3312,C030210,과채류,기타열매채소
3313,C030301,근채류,감자
3314,C030302,근채류,고구마
3315,C030303,근채류,당근
3316,C030304,근채류,생강
3317,C030306,근채류,우엉
3318,C030307,근채류,마
3319,C030308,근채류,기타뿌리채소
3320,C030309,근채류,마늘
3321,C030310,근채류,양파
3322,C030311,근채류,인삼류
3323,C030312,근채류,기타한방약재
3324,C030313,근채류,더덕선물세트
3325,C030314,근채류,수삼선물세트
3326,C030315,근채류,혼합채소선물세트
3327,C030316,근채류,한방약재류
3328,C030401,두채류,두부류
3329,C030402,두채류,연두부류
3330,C030403,두채류,묵류
3331,C030404,두채류,콩나물
3332,C030405,두채류,숙주나물
3333,C030501,김치채소류,무
3334,C030502,김치채소류,열무
3335,C030503,김치채소류,알타리무
3336,C030504,김치채소류,갓
3337,C030505,김치채소류,배추
3338,C030506,김치채소류,봄동
3339,C030507,김치채소류,얼갈이
3340,C030508,김치채소류,절임배추
3341,C030601,버섯류,느타리버섯류
3342,C030602,버섯류,새송이버섯류
3343,C030603,버섯류,양송이버섯류
3344,C030604,버섯류,송이버섯류
3345,C030605,버섯류,팽이버섯류
3346,C030606,버섯류,표고버섯류
3347,C030607,버섯류,건버섯류
3348,C030608,버섯류,모둠버섯
3349,C030609,버섯류,기타버섯류
3350,C030610,버섯류,버섯선물세트
3351,C030611,버섯류,약용버섯류
3352,C030701,양채류,양배추
3353,C030702,양채류,미니양배추
3354,C030703,양채류,양상추
3355,C030704,양채류,브로콜리
3356,C030705,양채류,컬리플라워
3357,C030706,양채류,샐러드류
3358,C030707,양채류,기타양채류
3359,C030708,양채류,원예식물
3360,C030801,나물류,생나물류
3361,C030802,나물류,삶은나물류
3362,C030803,나물류,건나물류
3363,C030804,나물류,다시마
3364,C030805,나물류,매생이
3365,C030806,나물류,미역
3366,C030807,나물류,톳
3367,C030808,나물류,파래
3368,C030809,나물류,기타해초류
3369,C030901,계란류,일반계란
3370,C030902,계란류,가공계란
3371,C030903,계란류,일반메추리알
3372,C030904,계란류,가공메추리알
3373,C040101,선어류,가자미
3374,C040102,선어류,갈치
3375,C040103,선어류,고등어
3376,C040104,선어류,꽁치
3377,C040105,선어류,대구
3378,C040106,선어류,도미
3379,C040107,선어류,명태
3380,C040108,선어류,민어
3381,C040109,선어류,조기류
3382,C040110,선어류,삼치
3383,C040111,선어류,아귀
3384,C040112,선어류,연어
3385,C040113,선어류,우럭
3386,C040114,선어류,은어
3387,C040115,선어류,임연수
3388,C040116,선어류,전어
3389,C040117,선어류,장어
3390,C040118,선어류,홍어
3391,C040119,선어류,생선알
3392,C040120,선어류,오징어
3393,C040121,선어류,갑오징어
3394,C040122,선어류,한치
3395,C040123,선어류,광어회
3396,C040124,선어류,우럭회
3397,C040125,선어류,참치회
3398,C040126,선어류,홍어회
3399,C040127,선어류,모듬회
3400,C040201,선어가공,굴비류
3401,C040202,선어가공,과메기
3402,C040203,선어가공,코다리
3403,C040204,선어가공,반건생선류
3404,C040205,선어가공,굴비선물세트
3405,C040206,선어가공,반건생선선물세트
3406,C040208,선어가공,포장연어
3407,C040209,선어가공,포장날치알
3408,C040210,선어가공,포장새우살
3409,C040211,선어가공,포장해물류
3410,C040212,선어가공,대구전감
3411,C040213,선어가공,명태전감
3412,C040215,선어가공,혼합수산선물세트
3413,C040216,선어가공,즉석젓갈류
3414,C040301,건어류,국물용건멸치
3415,C040302,건어류,볶음조림용건멸치
3416,C040303,건어류,건새우
3417,C040304,건어류,건홍합
3418,C040305,건어류,건오징어
3419,C040307,건어류,황태/북어류
3420,C040308,건어류,황태채
3421,C040309,건어류,마른김
3422,C040310,건어류,건다시마
3423,C040401,건어가공,조미오징어
3424,C040402,건어가공,훈제/구이오징어
3425,C040403,건어가공,쥐치포
3426,C040404,건어가공,원물천연조미료
3427,C040405,건어가공,조미전장김
3428,C040407,건어가공,김자반/부각/튀각
3429,C040408,건어가공,멸치선물세트
3430,C040409,건어가공,김선물세트
3431,C040410,건어가공,기타건해산물선물세트
3432,C040501,해물류,낙지
3433,C040502,해물류,문어
3434,C040503,해물류,주꾸미
3435,C040504,해물류,해파리
3436,C040505,해물류,미더덕류
3437,C040506,해물류,멍게
3438,C040507,해물류,해삼
3439,C040508,해물류,꽃게
3440,C040509,해물류,대게
3441,C040510,해물류,홍게
3442,C040511,해물류,랍스터
3443,C040512,해물류,킹크랩
3444,C040513,해물류,새우
3445,C040514,해물류,개조개
3446,C040515,해물류,골뱅이
3447,C040516,해물류,굴
3448,C040517,해물류,꼬막
3449,C040518,해물류,대합
3450,C040519,해물류,모시조개
3451,C040520,해물류,바지락
3452,C040521,해물류,생합
3453,C040522,해물류,소라
3454,C040523,해물류,재첩
3455,C040524,해물류,전복
3456,C040525,해물류,키조개
3457,C040526,해물류,홍합
3458,C040527,해물류,우렁이
3459,C040601,기타수산,기타어류
3460,C040602,기타수산,기타포장생선
3461,C040603,기타수산,기타연체류
3462,C040604,기타수산,기타회
3463,C040605,기타수산,기타게
3464,C040606,기타수산,기타조개류
3465,C050101,국내산우육,한우안심
3466,C050102,국내산우육,한우등심
3467,C050104,국내산우육,한우목심
3468,C050105,국내산우육,한우앞다리
3469,C050106,국내산우육,한우우둔
3470,C050107,국내산우육,한우설도
3471,C050108,국내산우육,한우양지
3472,C050109,국내산우육,한우사태
3473,C050110,국내산우육,한우갈비
3474,C050111,국내산우육,한우부산물
3475,C050112,국내산우육,한우정육
3476,C050113,국내산우육,한우지육
3477,C050114,국내산우육,한우선물세트
3478,C050201,국내산돈육,국산돼지안심
3479,C050202,국내산돈육,국산돼지등심
3480,C050203,국내산돈육,국산돼지등심덧살
3481,C050204,국내산돈육,국산돼지목심
3482,C050205,국내산돈육,국산돼지앞다리
3483,C050206,국내산돈육,국산돼지사태
3484,C050207,국내산돈육,국산돼지항정살
3485,C050208,국내산돈육,국산돼지뒷다리
3486,C050209,국내산돈육,국산돼지삼겹살
3487,C050210,국내산돈육,국산돼지갈매기살
3488,C050211,국내산돈육,국산돼지등갈비
3489,C050212,국내산돈육,국산돼지갈비
3490,C050213,국내산돈육,국산돼지부산물
3491,C050301,국내산계육,삼계탕용닭
3492,C050302,국내산계육,볶음탕용닭
3493,C050303,국내산계육,닭다리
3494,C050304,국내산계육,닭가슴살
3495,C050305,국내산계육,닭안심
3496,C050306,국내산계육,닭아랫날개(윙)
3497,C050307,국내산계육,닭윗날개(봉)
3498,C050308,국내산계육,닭근위
3499,C050309,국내산계육,닭정육
3500,C050310,국내산계육,오리고기
3501,C050401,수입우육,미국산소갈비
3502,C050402,수입우육,미국산소목심
3503,C050403,수입우육,미국산소등심
3504,C050404,수입우육,미국산소앞다리
3505,C050405,수입우육,미국산소양지
3506,C050406,수입우육,미국산소토시살
3507,C050407,수입우육,미국산소기타육
3508,C050408,수입우육,호주산소갈비
3509,C050409,수입우육,호주산소목심
3510,C050410,수입우육,호주산소등심
3511,C050411,수입우육,호주산소채끝
3512,C050412,수입우육,호주산소안심
3513,C050413,수입우육,호주산소설도
3514,C050414,수입우육,호주산소앞다리
3515,C050415,수입우육,호주산소양지
3516,C050416,수입우육,호주산소우둔
3517,C050417,수입우육,호주산소사태
3518,C050418,수입우육,호주산소안창살
3519,C050419,수입우육,호주산소토시살
3520,C050420,수입우육,호주산소기타육
3521,C050421,수입우육,수입산소갈비
3522,C050422,수입우육,수입산소목심
3523,C050423,수입우육,수입산소사태
3524,C050424,수입우육,수입소고기선물세트
3525,C050501,수입돈육,수입돼지삼겹살
3526,C050502,수입돈육,수입돼지목심
3527,C050503,수입돈육,수입돼지정육
3528,C050601,기타축산,닭/오리양념육
3529,C050602,기타축산,돼지양념육
3530,C050603,기타축산,소양념육
3531,C050604,기타축산,기타양념육
3532,C050605,기타축산,돈가스
3533,C060101,반찬류,즉석김치류
3534,C060102,반찬류,즉석조림반찬
3535,C060103,반찬류,즉석절임반찬
3536,C060104,반찬류,즉석볶음반찬
3537,C060105,반찬류,즉석무침반찬
3538,C060106,반찬류,즉석국탕
3539,C060107,반찬류,즉석나물/부침
3540,C060108,반찬류,즉석반찬원부재료
3541,C060201,간편간식,치킨류
3542,C060202,간편간식,튀김류
3543,C060203,간편간식,훈제/로스트
3544,C060204,간편간식,족발
3545,C060205,간편간식,즉석어묵
3546,C060206,간편간식,온장조리원부재료
3547,C060301,식사류,김밥
3548,C060302,식사류,롤
3549,C060303,식사류,삼각김밥
3550,C060304,식사류,초밥류
3551,C060305,식사류,도시락
3552,C060306,식사류,샐러드
3553,C060307,식사류,샌드위치
3554,C060308,식사류,햄버거
3555,C060309,식사류,냉장조리원부재료
3556,C060401,베이커리,식빵
3557,C060402,베이커리,일반빵
3558,C060403,베이커리,호빵찐빵
3559,C060404,베이커리,식빵류
3560,C060405,베이커리,페스츄리류
3561,C060406,베이커리,베이커리일반빵
3562,C060407,베이커리,선물류
3563,C060501,기타조리식품,한과
3564,C060502,기타조리식품,피자
3565,C060503,기타조리식품,기타온장조리
3566,C060504,기타조리식품,기타냉장조리
3567,C060505,기타조리식품,요리떡
3568,C060506,기타조리식품,일반떡
3569,C070101,우유,일반우유
3570,C070102,우유,기능성우유
3571,C070103,우유,가공우유
3572,C070104,우유,크림/연유
3573,C070201,발효유,일반요구르트
3574,C070202,발효유,마시는요구르트
3575,C070203,발효유,떠먹는요구르트
3576,C070301,치즈버터,버터/마가린
3577,C070302,치즈버터,치즈
3578,C070401,냉장음료,냉장커피차음료
3579,C070402,냉장음료,냉장과일야채음료
3580,C070403,냉장음료,냉장곡물견과음료
3581,C080101,냉장농산,김치류
3582,C080102,냉장농산,단무지
3583,C080103,냉장농산,냉장드레싱
3584,C080201,냉장수산,어묵
3585,C080202,냉장수산,맛살
3586,C080203,냉장수산,곤약
3587,C080204,냉장수산,유부
3588,C080205,냉장수산,김밥재료세트
3589,C080301,냉장축산,햄
3590,C080303,냉장축산,베이컨
3591,C080304,냉장축산,소시지
3592,C090101,아이스크림,바아이스크림
3593,C090102,아이스크림,튜브아이스크림
3594,C090103,아이스크림,콘아이스크림
3595,C090105,아이스크림,컵아이스크림
3596,C090106,아이스크림,홈아이스크림
3597,C090107,아이스크림,아이스크림케이크
3598,C090108,아이스크림,얼음
3599,C090201,만두,냉동만두
3600,C100101,냉장간식MS,푸딩/젤리
3601,C100103,냉장간식MS,냉장핫도그/핫바류
3602,C100104,냉장간식MS,냉장치킨족발류
3603,C100105,냉장간식MS,냉장국탕류
3604,C100106,냉장간식MS,냉장안주
3605,C100107,냉장간식MS,기타냉장간편식
3606,C100201,냉장식사MS,냉장밥/죽
3607,C100202,냉장식사MS,냉장면
3608,C100203,냉장식사MS,냉장떡
3609,C100204,냉장식사MS,냉장간편떡볶이
3610,C100301,냉장기타MS,절임반찬
3611,C100302,냉장기타MS,조림반찬
3612,C100303,냉장기타MS,볶음반찬
3613,C100304,냉장기타MS,무침반찬
3614,C100305,냉장기타MS,젓갈
3615,C100306,냉장기타MS,냉장장류
3616,C100402,냉동MS,냉동밥
3617,C100403,냉동MS,냉동면
3618,C100404,냉동MS,냉동피자
3619,C100405,냉동MS,냉동핫도그
3620,C100406,냉동MS,냉동튀김
3621,C100407,냉동MS,냉동부침
3622,C100409,냉동MS,냉동디저트
3623,C100410,냉동MS,냉동떡볶이
3624,C110101,생수,생수
3625,C110201,탄산음료,탄산수
3626,C110202,탄산음료,사이다
3627,C110203,탄산음료,콜라
3628,C110204,탄산음료,혼합탄산
3629,C110205,탄산음료,무알콜맥주
3630,C110301,과채음료,과일음료
3631,C110302,과채음료,채소음료
3632,C110303,과채음료,과채혼합음료
3633,C110304,과채음료,어린이음료
3634,C110305,과채음료,과채음료세트
3635,C110401,커피음료,커피음료
3636,C110402,커피음료,파우치/즉석음료
3637,C110501,차음료,일반차음료
3638,C110502,차음료,전통차음료
3639,C110601,기능성음료,스포츠음료
3640,C110602,기능성음료,비타민/에너지음료
3641,C110603,기능성음료,식이섬유음료
3642,C110604,기능성음료,한방음료
3643,C110605,기능성음료,숙취해소음료
3644,C110606,기능성음료,기타기능성음료
3645,C110607,기능성음료,기능성음료세트
3646,C110701,두유,일반두유
3647,C110702,두유,유아두유
3648,C110703,두유,기타음료세트
3649,C120101,소주,일반소주
3650,C120102,소주,칵테일소주
3651,C120103,소주,담금소주
3652,C120201,맥주,국산맥주
3653,C120202,맥주,수입맥주
3654,C120301,와인,레드와인
3655,C120302,와인,화이트와인
3656,C120303,와인,스파클링와인
3657,C120304,와인,와인세트
3658,C120401,양주,위스키
3659,C120402,양주,브랜디/꼬냑
3660,C120403,양주,리큐르
3661,C120404,양주,기타양주
3662,C120501,전통주,막걸리
3663,C120502,전통주,청주
3664,C120503,전통주,과실주/담금주
3665,C120504,전통주,중국술
3666,C120505,전통주,일본술
3667,C120506,전통주,기타전통주
3668,C120507,전통주,전통주세트
3669,C120601,기타음주류,공병/공박스
3670,C130101,병통조림,채소병통조림
3671,C130102,병통조림,과일병통조림
3672,C130103,병통조림,참치통조림
3673,C130104,병통조림,골뱅이통조림
3674,C130105,병통조림,꽁치고등어통조림
3675,C130106,병통조림,연어통조림
3676,C130107,병통조림,기타수산통조림
3677,C130108,병통조림,햄통조림
3678,C130109,병통조림,닭고기통조림
3679,C130110,병통조림,기타축산통조림
3680,C130111,병통조림,햄통조림세트
3681,C130112,병통조림,참치통조림세트
3682,C130113,병통조림,통조림혼합세트
3683,C130114,병통조림,연어통조림세트
3684,C130115,병통조림,과일잼
3685,C130116,병통조림,스프레드
3686,C130201,커피류,티백/드립원두커피
3687,C130202,커피류,캡슐원두커피
3688,C130203,커피류,분쇄/홀빈원두커피
3689,C130204,커피류,스틱원두커피
3690,C130205,커피류,용기/리필커피
3691,C130206,커피류,믹스커피
3692,C130207,커피류,아이스믹스커피
3693,C130208,커피류,컵커피차류
3694,C130209,커피류,커피크리머
3695,C130210,커피류,커피세트
3696,C130301,담배,수입담배
3697,C130302,담배,국산담배
3698,C130401,분유,분유
3699,C130402,분유,이유식
3700,C130403,분유,유아과자
3701,C130404,분유,유아음료
3702,C130501,차류,식수용차
3703,C130502,차류,녹차/홍차
3704,C130503,차류,과실차
3705,C130504,차류,곡물/견과차
3706,C130505,차류,허브/꽃차
3707,C130506,차류,전통/한방차
3708,C130507,차류,코코아
3709,C130508,차류,아이스티
3710,C130509,차류,차세트
3711,C130601,건강식품,일반비타민
3712,C130602,건강식품,유산균/프로바이오틱스
3713,C130603,건강식품,건강보조식품세트
3714,C130604,건강식품,홍삼세트
3715,C130605,건강식품,홍삼/인삼혼합세트
3716,C130606,건강식품,토종꿀
3717,C130607,건강식품,양봉꿀
3718,C130608,건강식품,꿀세트
3719,C130701,즉석식품,즉석카레짜장
3720,C130702,즉석식품,즉석덮밥류
3721,C130703,즉석식품,즉석밥
3722,C130704,즉석식품,즉석컵밥
3723,C130705,즉석식품,즉석죽
3724,C130706,즉석식품,즉석스프
3725,C130707,즉석식품,즉석누룽지
3726,C130708,즉석식품,즉석면류
3727,C130710,즉석식품,기타레토르트
3728,C130711,즉석식품,분말카레짜장
3729,C130712,즉석식품,분말스프
3730,C130801,가공건식품,맛밤류
3731,C130802,가공건식품,안주용육포류
3732,C130803,가공건식품,기타간식/안주형과자
3733,C140102,장류,된장
3734,C140103,장류,고추장
3735,C140104,장류,쌈장
3736,C140105,장류,기타장류
3737,C140202,식용유,옥수수기름
3738,C140203,식용유,참기름/들기름
3739,C140204,식용유,올리브유
3740,C140205,식용유,포도씨유
3741,C140207,식용유,해바라기씨유
3742,C140208,식용유,기타식용유
3743,C140209,식용유,식용유세트
3744,C140301,조미료,소금
3745,C140302,조미료,식초
3746,C140303,조미료,음용식초
3747,C140304,조미료,액젓
3748,C140305,조미료,가공조미료
3749,C140306,조미료,자연조미료
3750,C140307,조미료,액상조미료
3751,C140308,조미료,고춧가루
3752,C140309,조미료,후추
3753,C140310,조미료,겨자/고추냉이
3754,C140311,조미료,깨
3755,C140312,조미료,허브류
3756,C140313,조미료,기타향신료
3757,C140314,조미료,기타조미료세트
3758,C140401,케첩마요네즈,케첩
3759,C140402,케첩마요네즈,마요네즈
3760,C140403,케첩마요네즈,상온드레싱
3761,C140404,케첩마요네즈,양념소스
3762,C140405,케첩마요네즈,국물용소스
3763,C140406,케첩마요네즈,파스타소스
3764,C140407,케첩마요네즈,고기양념장
3765,C140501,감미료,설탕
3766,C140502,감미료,물엿/시럽
3767,C140601,가공분말류,밀가루
3768,C140602,가공분말류,빵가루
3769,C140603,가공분말류,부침가루
3770,C140604,가공분말류,튀김가루
3771,C140605,가공분말류,곡물가루
3772,C140606,가공분말류,기타분말류
3773,C140607,가공분말류,도넛가루/핫케이크가루
3774,C140608,가공분말류,호떡믹스
3775,C140609,가공분말류,빵믹스
3776,C140610,가공분말류,아이스크림믹스
3777,C140611,가공분말류,기타프리믹스
3778,C150101,라면,국물봉지라면
3779,C150102,라면,비빔봉지라면
3780,C150103,라면,국물용기라면
3781,C150201,건면,국수
3782,C150202,건면,당면
3783,C150203,건면,파스타류
3784,C150204,건면,냉면
3785,C150205,건면,쌈/또띠아
3786,C150206,건면,기타건면
3787,C150301,쿠키케이크,크래커
